ID,Name,Type,Level,Rarity,Auto Tier,Base Power,Balanced Attack,Balanced Defense,Auto Value,Auto Weight,Durability,Max Durability,Damage Type,Armor Type,Special Effect,Description,Power Score
758,Obsidian Dirk of Wisdom,Weapon,34,Epic,Tier 4,3,48,0,13600,10.6,346,441,Bludgeoning,,Attack Speed +5%,Holds mysterious power,76.8
759,Thunder Trident,Weapon,4,Common,Tier 1,1,10,0,20,1.9,64,75,Slashing,,+20 Fire Damage,Bears a royal crest,10
760,Golden Rapier,Weapon,23,Common,Tier 3,2.2,22,0,460,5.6,191,201,Piercing,,+20 Ice Damage,Forged by skilled hands,22
761,Shadow Scimitar,Weapon,15,Uncommon,Tier 2,1.5,17,0,300,4.1,167,184,Piercing,,Lifesteal 10%,Simple but effective,19.6
762,Orcish Chestplate of the Titan,Armor,1,Uncommon,Tier 1,1,0,9,10,2.3,97,151,,Medium,Block Chance +15%,Legendary artifact of power,10.4
763,Infinity,Weapon,45,Legendary,Tier 5,4,80,0,84375,16.5,668,724,Slashing,,Lifesteal 10%,Battle-tested and true,160
764,Thunder Cleaver of the Mage,Weapon,20,Rare,Tier 2,1.5,20,0,900,5,231,330,Bludgeoning,,+10 Lightning Damage,Surprisingly lightweight,27
765,Silver Stiletto of Fire,Weapon,32,Epic,Tier 4,3,48,0,12800,10.4,355,467,Slashing,,+5 Fire Damage,Blessed by the gods,76.8
766,Dwarven Chestplate of the Defender,Armor,15,Epic,Tier 2,1.5,0,19,1500,6,327,365,,Medium,Dodge +5%,Recently reforged,30.4
767,Hide Bracers,Armor,38,Common,Tier 4,3,0,24,1520,9,246,273,,Medium,Aura: +5 Defense to Allies,Marked with runes,24
768,Cursed Sword,Weapon,21,Rare,Tier 3,2.2,30,0,1890,6.6,278,292,Bludgeoning,,+10 Poison Damage,Forged by skilled hands,40.5
769,Holy Vambraces,Armor,1,Common,Tier 1,1,0,8,5,2.1,55,77,,Light,Fire Resist 50%,Blessed by the gods,8
770,Holy Mail,Armor,36,Uncommon,Tier 4,3,0,28,2880,9.9,200,286,,Medium,+1 All Stats,Legendary artifact of power,32.2
771,Shadow Rod of Valor,Weapon,8,Common,Tier 1,1,10,0,40,2.3,88,102,Piercing,,Vampiric,Legendary artifact of power,10
772,Phantom Katana of Wisdom,Weapon,11,Legendary,Tier 2,1.5,30,0,2750,5.6,413,420,Piercing,,,A reliable piece of equipment,60
773,Studded Robe of the Guardian,Armor,37,Rare,Tier 4,3,0,32,6660,11,245,406,,Heavy,Movement Speed +15%,Blessed by the gods,43.2
774,Thunder Dagger,Weapon,12,Uncommon,Tier 2,1.5,17,0,240,3.8,127,165,Bludgeoning,,Soul Eater,Forged by skilled hands,19.6
775,Demon Hide Tunic,Armor,26,Uncommon,Tier 3,2.2,0,20,1040,7.1,218,254,,Medium,Magic Resist 25%,Holds mysterious power,23
776,Golden Mace of Ice,Weapon,20,Common,Tier 2,1.5,15,0,200,4.3,110,162,Slashing,,+15 Fire Damage,Rumored to be cursed,15
777,Adamant Crossbow of the Mage,Weapon,9,Legendary,Tier 1,1,20,0,1125,3.9,502,524,Bludgeoning,,Knockback,Rumored to be cursed,40
778,Hide Hood,Armor,21,Common,Tier 3,2.2,0,18,420,6.2,154,199,,Medium,+2 All Stats,A reliable piece of equipment,18
779,Ancient Cleaver,Weapon,10,Common,Tier 1,1,10,0,50,2.5,110,125,Piercing,,Extra Damage vs Dragons,Blessed by the gods,10
780,Worn Chestplate,Armor,20,Rare,Tier 2,1.5,0,16,900,5.6,209,336,,Heavy,Magic Resist 15%,Whispers of ancient magic,21.6
781,Golden Longsword,Weapon,38,Uncommon,Tier 4,3,35,0,3040,9.1,209,340,Piercing,,Cannot be Blocked,Simple but effective,40.3
782,Light Longbow of Shadows,Weapon,16,Common,Tier 2,1.5,15,0,160,3.9,122,145,Bludgeoning,,Cannot be Blocked,Surprisingly lightweight,15
783,Rusty Wand,Weapon,48,Rare,Tier 5,4,54,0,16200,12.9,288,390,Slashing,,+5 Ice Damage,Surprisingly sturdy,72.9
784,Spectral Rod,Weapon,18,Common,Tier 2,1.5,15,0,180,4.1,160,163,Slashing,,Critical +10%,Glows with inner light,15
785,Holy Leggings of Stone,Armor,42,Common,Tier 5,4,0,32,3150,11.4,251,295,,Medium,+1 All Stats,Decorated with jewels,32
786,Dark Dirk of Power,Weapon,41,Epic,Tier 5,4,64,0,30750,13.7,485,485,Bludgeoning,,Attack Speed +10%,Legendary artifact of power,102.4
787,Holy Bracers,Armor,21,Uncommon,Tier 3,2.2,0,20,840,6.7,202,234,,Light,+2 All Stats,Forged by skilled hands,23
788,Void Battleaxe,Weapon,26,Rare,Tier 3,2.2,30,0,2340,7.1,175,290,Slashing,,+15 Ice Damage,Forged in dragon fire,40.5
789,Light Stiletto,Weapon,44,Rare,Tier 5,4,54,0,14850,12.5,294,396,Slashing,,+20 Fire Damage,Recently reforged,72.9
790,Adamant Longbow,Weapon,43,Rare,Tier 5,4,54,0,14513,12.4,435,438,Bludgeoning,,Critical +10%,Decorated with jewels,72.9
791,Scale Boots of Bravery,Armor,42,Epic,Tier 5,4,0,51,31500,16.1,488,553,,Light,Immune to Stun,Fitted for comfort,81.6
792,Dark War Axe,Weapon,23,Rare,Tier 3,2.2,30,0,2070,6.8,238,274,Piercing,,,Recovered from a great battle,40.5
793,Oblivion,Weapon,44,Legendary,Tier 5,4,80,0,82500,16.4,460,667,Slashing,,+50 Mana on Kill,Holds mysterious power,160
794,Steel Rapier,Weapon,40,Uncommon,Tier 4,3,35,0,3200,9.3,204,330,Bludgeoning,,Armor Penetration +10%,Crafted by master artisans,40.3
795,Flame Staff,Weapon,31,Uncommon,Tier 4,3,35,0,2480,8.4,289,296,Slashing,,Attack Speed +5%,Bears a royal crest,40.3
796,Elven Shield,Armor,29,Uncommon,Tier 3,2.2,0,20,1160,7.3,256,281,,Light,Health Regen +10,Whispers of ancient magic,23
797,Immortal Robe,Armor,49,Legendary,Tier 5,4,0,64,91875,19.9,451,664,,Light,,Forged in dragon fire,128
798,Obsidian Halberd of the Warrior,Weapon,23,Common,Tier 3,2.2,22,0,460,5.6,142,168,Bludgeoning,,+15 Lightning Damage,Imbued with magical energy,22
799,Dark Warhammer,Weapon,17,Common,Tier 2,1.5,15,0,170,4,130,177,Slashing,,Extra Damage vs Dragons,Fitted for comfort,15
800,Iron Vest of Glory,Armor,27,Common,Tier 3,2.2,0,18,540,6.7,145,194,,Medium,Magic Resist 10%,Whispers of ancient magic,18
801,Demon Rapier,Weapon,38,Common,Tier 4,3,30,0,1520,8.3,205,285,Bludgeoning,,,Marked with runes,30
802,Celestial Crossbow,Weapon,38,Rare,Tier 4,3,41,0,6840,10,336,345,Bludgeoning,,+20 Fire Damage,Once wielded by a hero,55.4
803,Toxic Shortsword,Weapon,19,Uncommon,Tier 2,1.5,17,0,380,4.5,129,207,Slashing,,+20 Fire Damage,Forged by skilled hands,19.6
804,Ethereal Tunic of Fortitude,Armor,37,Epic,Tier 4,3,0,38,14800,12.5,495,502,,Heavy,Ice Resist 50%,Resistant to corrosion,60.8
805,Soulrender,Weapon,40,Legendary,Tier 4,3,60,0,40000,13,624,698,Piercing,,Extra Damage vs Dragons,Recently reforged,120
806,Enchanted Scimitar of the Slayer,Weapon,32,Legendary,Tier 4,3,60,0,32000,12.2,528,687,Piercing,,Knockback,Forged in dragon fire,120
807,Demon Longsword,Weapon,29,Uncommon,Tier 3,2.2,25,0,1160,6.7,163,260,Piercing,,+5 Fire Damage,Once wielded by a hero,28.8
808,Holy Boots,Armor,8,Uncommon,Tier 1,1,0,9,80,2.9,111,162,,Heavy,Mana Regen +5,Marked with runes,10.4
809,Holy Tower Shield,Armor,45,Common,Tier 5,4,0,32,3375,11.6,298,307,,Light,Fire Resist 25%,Crafted by master artisans,32
810,Cursed Dirk,Weapon,32,Common,Tier 4,3,30,0,1280,7.7,169,211,Slashing,,+5 Fire Damage,Legendary artifact of power,30
811,Shadow Spear,Weapon,34,Uncommon,Tier 4,3,35,0,2720,8.7,203,291,Bludgeoning,,,Recently reforged,40.3
812,Blessed Shield of Vitality,Armor,6,Common,Tier 1,1,0,8,30,2.5,77,95,,Heavy,Poison Resist 50%,Never dulls,8
813,Toxic Spear,Weapon,14,Rare,Tier 2,1.5,20,0,630,4.4,198,264,Bludgeoning,,Lifesteal 5%,Imbued with magical energy,27
814,Adamant Club,Weapon,43,Common,Tier 5,4,40,0,3225,10.3,292,308,Piercing,,Soul Eater,Worn by many warriors,40
815,Arcane Wand of the Dragon,Weapon,47,Rare,Tier 5,4,54,0,15863,12.8,411,435,Bludgeoning,,,Shows signs of age,72.9
816,Flame Rapier of Lightning,Weapon,5,Common,Tier 1,1,10,0,25,2,76,103,Bludgeoning,,Ignore Dodge,Surprisingly sturdy,10
817,Arcane Greaves of Absorption,Armor,41,Epic,Tier 5,4,0,51,30750,16,343,469,,Heavy,Damage Reduction 5%,Worn by many warriors,81.6
818,Elven Circlet,Armor,23,Uncommon,Tier 3,2.2,0,20,920,6.8,241,260,,Medium,Movement Speed +15%,One of a kind,23
819,Soulrender,Weapon,48,Legendary,Tier 5,4,80,0,90000,16.8,545,635,Slashing,,+25 Health on Kill,Once wielded by a hero,160
820,Ethereal Mail of the Mountain,Armor,27,Epic,Tier 3,2.2,0,28,5400,9.2,267,434,,Light,Ice Resist 25%,Holds mysterious power,44.8
821,Imperial Vest,Armor,18,Rare,Tier 2,1.5,0,16,810,5.4,212,260,,Light,+50 Mana,Worn by many warriors,21.6
822,Shadow Hood of Aegis,Armor,27,Common,Tier 3,2.2,0,18,540,6.7,188,211,,Medium,Lightning Resist 10%,Recently reforged,18
823,Adamant Halberd,Weapon,3,Common,Tier 1,1,10,0,15,1.8,40,67,Piercing,,,Simple but effective,10
824,Arcane Shortsword of Strength,Weapon,13,Common,Tier 2,1.5,15,0,130,3.6,102,132,Slashing,,Armor Penetration +10%,Crafted by master artisans,15
825,Obsidian Cape,Armor,6,Rare,Tier 1,1,0,11,135,3.2,188,278,,Light,,Legendary artifact of power,14.9
826,Rusty Rapier,Weapon,4,Common,Tier 1,1,10,0,20,1.9,74,102,Bludgeoning,,+5 Fire Damage,A reliable piece of equipment,10
827,Elven Shield,Armor,10,Rare,Tier 1,1,0,11,225,3.6,192,255,,Medium,Fire Resist 10%,Resistant to corrosion,14.9
828,Chain Crown,Armor,26,Common,Tier 3,2.2,0,18,520,6.6,122,191,,Light,+50 Mana,Masterwork quality,18
829,Scale Tower Shield of the Mountain,Armor,4,Rare,Tier 1,1,0,11,90,3.1,152,225,,Medium,Damage Reduction 5%,Glows with inner light,14.9
830,Thunder Katana,Weapon,13,Common,Tier 2,1.5,15,0,130,3.6,73,120,Piercing,,Double Strike 5%,Imbued with magical energy,15
831,Blessed Warhammer of Wisdom,Weapon,19,Epic,Tier 2,1.5,24,0,1900,5.5,317,406,Piercing,,+50 Mana on Kill,Glows with inner light,38.4
832,Spectral Buckler,Armor,43,Rare,Tier 5,4,0,43,14513,14.2,343,372,,Medium,Thorns Damage,Marked with runes,58.1
833,Thunder Battleaxe,Weapon,40,Uncommon,Tier 4,3,35,0,3200,9.3,301,328,Bludgeoning,,,Crafted by master artisans,40.3
834,Void Shortbow,Weapon,46,Rare,Tier 5,4,54,0,15525,12.7,384,469,Slashing,,+5 Fire Damage,Recently reforged,72.9
835,Arcane Katana of the Warrior,Weapon,13,Epic,Tier 2,1.5,24,0,1300,4.9,290,413,Bludgeoning,,+50 Mana on Kill,Never dulls,38.4
836,Enchanted Cap,Armor,34,Uncommon,Tier 4,3,0,28,2720,9.7,247,273,,Heavy,Immune to Stun,Recovered from a great battle,32.2
837,Obsidian Halberd,Weapon,13,Common,Tier 2,1.5,15,0,130,3.6,99,124,Bludgeoning,,Critical +10%,Glows with inner light,15
838,Light War Axe,Weapon,45,Uncommon,Tier 5,4,46,0,6750,11.4,271,367,Piercing,,Soul Eater,One of a kind,52.9
839,Ethereal Spear of Order,Weapon,39,Epic,Tier 4,3,48,0,15600,11.1,302,462,Piercing,,Knockback,Recovered from a great battle,76.8
840,Holy Hatchet of Valor,Weapon,7,Common,Tier 1,1,10,0,35,2.2,74,96,Bludgeoning,,+10 Ice Damage,Rumored to be cursed,10
841,Dark Scimitar of Order,Weapon,49,Uncommon,Tier 5,4,46,0,7350,11.8,258,363,Bludgeoning,,+5 Poison Damage,Rumored to be cursed,52.9
842,Celestial Battleaxe of Shadows,Weapon,42,Epic,Tier 5,4,64,0,31500,13.8,348,524,Bludgeoning,,Attack Speed +15%,Simple but effective,102.4
843,Spectral Cuirass,Armor,9,Uncommon,Tier 1,1,0,9,90,3,184,184,,Heavy,+100 Health,Forged by skilled hands,10.4
844,Crystal Mace,Weapon,30,Rare,Tier 3,2.2,30,0,2700,7.5,233,306,Slashing,,+5 Ice Damage,Whispers of ancient magic,40.5
845,Void Hatchet,Weapon,27,Common,Tier 3,2.2,22,0,540,6,130,190,Slashing,,Extra Damage vs Demons,Forged in dragon fire,22
846,Spectral Crown of Fortitude,Armor,11,Epic,Tier 2,1.5,0,19,1100,5.6,317,337,,Heavy,Mana Regen +5,Bears a royal crest,30.4
847,Imperial Pants,Armor,12,Uncommon,Tier 2,1.5,0,14,240,4.5,105,163,,Heavy,,Surprisingly lightweight,16.1
848,Golden Knife,Weapon,11,Uncommon,Tier 2,1.5,17,0,220,3.7,111,174,Piercing,,+5 Lightning Damage,Masterwork quality,19.6
849,Spectral Bow of the Void,Weapon,32,Epic,Tier 4,3,48,0,12800,10.4,320,430,Bludgeoning,,+15 Ice Damage,A reliable piece of equipment,76.8
850,Cursed Morning Star,Weapon,23,Common,Tier 3,2.2,22,0,460,5.6,134,213,Slashing,,Cannot be Blocked,Blessed by the gods,22
851,Godslayer,Weapon,50,Legendary,Tier 5,4,80,0,93750,17,508,671,Piercing,,+10 Poison Damage,Surprisingly lightweight,160
852,Enchanted Longsword of Valor,Weapon,45,Rare,Tier 5,4,54,0,15188,12.6,297,430,Piercing,,+20 Ice Damage,Once wielded by a hero,72.9
853,Ethereal Buckler,Armor,42,Rare,Tier 5,4,0,43,14175,14.1,427,432,,Heavy,+100 Health,Holds mysterious power,58.1
854,Blessed Rapier of Destruction,Weapon,42,Common,Tier 5,4,40,0,3150,10.2,222,302,Piercing,,+10 Ice Damage,Crafted with care,40
855,Iron Scimitar of Fire,Weapon,28,Common,Tier 3,2.2,22,0,560,6.1,211,238,Piercing,,+20 Fire Damage,Imbued with magical energy,22
856,Mythril Mace,Weapon,49,Uncommon,Tier 5,4,46,0,7350,11.8,249,371,Bludgeoning,,,Glows with inner light,52.9
857,Steel Mail of Defense,Armor,43,Epic,Tier 5,4,0,51,32250,16.2,356,532,,Light,Magic Resist 10%,Masterwork quality,81.6
858,Mythril Vest of Defense,Armor,15,Legendary,Tier 2,1.5,0,24,3750,7.2,337,475,,Heavy,Fire Resist 10%,Decorated with jewels,48
859,Flame Trident,Weapon,36,Uncommon,Tier 4,3,35,0,2880,8.9,204,302,Slashing,,+10 Fire Damage,Perfectly balanced,40.3
860,Holy Shortbow of Shadows,Weapon,40,Epic,Tier 4,3,48,0,16000,11.2,541,550,Slashing,,Critical +20%,Imbued with magical energy,76.8
861,Adamant Battleaxe of Order,Weapon,43,Epic,Tier 5,4,64,0,32250,13.9,420,522,Bludgeoning,,,Battle-tested and true,102.4
862,Demon Katana,Weapon,2,Uncommon,Tier 1,1,12,0,20,2,133,146,Bludgeoning,,Double Strike 5%,Crafted with care,13.8
863,Frost Stiletto of Fire,Weapon,23,Epic,Tier 3,2.2,35,0,4600,7.6,320,407,Slashing,,,Simple but effective,56
864,Shadow Longsword,Weapon,11,Uncommon,Tier 2,1.5,17,0,220,3.7,139,165,Slashing,,+5 Lightning Damage,Forged in dragon fire,19.6
865,Toxic Cleaver,Weapon,23,Uncommon,Tier 3,2.2,25,0,920,6.1,198,248,Piercing,,,Bears a royal crest,28.8
866,Leather Cloak,Armor,48,Rare,Tier 5,4,0,43,16200,14.6,283,412,,Light,Block Chance +15%,Found in ancient ruins,58.1
867,Holy Club,Weapon,38,Common,Tier 4,3,30,0,1520,8.3,258,284,Slashing,,Critical +10%,Forged in dragon fire,30
868,Steel Vest of Vitality,Armor,46,Epic,Tier 5,4,0,51,34500,16.4,455,566,,Medium,,Found in ancient ruins,81.6
869,Arcane Battleaxe of the Mage,Weapon,28,Common,Tier 3,2.2,22,0,560,6.1,218,223,Slashing,,,Resistant to corrosion,22
870,Orcish Cap of Warding,Armor,37,Uncommon,Tier 4,3,0,28,2960,10,232,292,,Light,Health Regen +10,Imbued with magical energy,32.2
871,Phantom Scimitar of the Warrior,Weapon,39,Uncommon,Tier 4,3,35,0,3120,9.2,290,302,Piercing,,Ignore Dodge,Whispers of ancient magic,40.3
872,Dragon Spear,Weapon,42,Uncommon,Tier 5,4,46,0,6300,11.1,324,334,Slashing,,Double Strike 5%,Fitted for comfort,52.9
873,Flame Lance,Weapon,34,Uncommon,Tier 4,3,35,0,2720,8.7,179,286,Piercing,,+5 Fire Damage,Crafted by master artisans,40.3
874,Studded Robe,Armor,27,Common,Tier 3,2.2,0,18,540,6.7,196,199,,Medium,Block Chance +10%,Once wielded by a hero,18
875,Celestial Cuirass of Stone,Armor,12,Common,Tier 2,1.5,0,12,120,4,95,146,,Light,+10 Mana,Decorated with jewels,12
876,Chain Cap,Armor,27,Common,Tier 3,2.2,0,18,540,6.7,166,211,,Heavy,+25 Mana,A reliable piece of equipment,18
877,Toxic Dirk,Weapon,28,Common,Tier 3,2.2,22,0,560,6.1,162,199,Slashing,,Critical +15%,Blessed by the gods,22
878,Dragon Sword,Weapon,44,Common,Tier 5,4,40,0,3300,10.4,241,293,Slashing,,Attack Speed +15%,Battle-tested and true,40
879,Phantom Knife of Balance,Weapon,11,Common,Tier 2,1.5,15,0,110,3.4,81,109,Slashing,,Extra Damage vs Dragons,Holds mysterious power,15
880,Enchanted Shortsword of the Slayer,Weapon,37,Epic,Tier 4,3,48,0,14800,10.9,388,466,Bludgeoning,,,One of a kind,76.8
881,Frost Hatchet,Weapon,13,Common,Tier 2,1.5,15,0,130,3.6,94,117,Slashing,,Attack Speed +10%,Glows with inner light,15
882,Elven Scepter,Weapon,1,Uncommon,Tier 1,1,12,0,10,1.9,98,129,Bludgeoning,,Attack Speed +10%,Imbued with magical energy,13.8
883,Golden Greatsword,Weapon,1,Uncommon,Tier 1,1,12,0,10,1.9,127,133,Piercing,,+15 Fire Damage,Forged in dragon fire,13.8
884,Demon Sword,Weapon,17,Uncommon,Tier 2,1.5,17,0,340,4.3,157,193,Slashing,,Critical +15%,Glows with inner light,19.6
885,Mythril Tunic of Vitality,Armor,47,Epic,Tier 5,4,0,51,35250,16.5,299,488,,Medium,+50 Health,Rumored to be cursed,81.6
886,Dwarven Shield,Armor,34,Common,Tier 4,3,0,24,1360,8.7,205,249,,Medium,Ice Resist 25%,Worn by many warriors,24
887,Dragon Scale Breastplate,Armor,34,Rare,Tier 4,3,0,32,6120,10.7,327,375,,Light,Poison Resist 25%,Bears a royal crest,43.2
888,Hide Tower Shield of Glory,Armor,50,Epic,Tier 5,4,0,51,37500,16.8,379,575,,Light,+50 Health,Holds mysterious power,81.6
889,Light Chestplate of the Defender,Armor,28,Rare,Tier 3,2.2,0,24,2520,8.2,212,297,,Heavy,Lightning Resist 25%,Never dulls,32.4
890,Silver Knife,Weapon,27,Rare,Tier 3,2.2,30,0,2430,7.2,299,374,Slashing,,+15 Fire Damage,Masterwork quality,40.5
891,Iron Hatchet of Chaos,Weapon,3,Epic,Tier 1,1,16,0,150,2.7,324,359,Piercing,,+15 Fire Damage,Simple but effective,25.6
892,Obsidian Knife of Doom,Weapon,21,Legendary,Tier 3,2.2,44,0,10500,8.7,490,627,Piercing,,+15 Lightning Damage,Imbued with magical energy,88
893,Spectral Shoulders of the Defender,Armor,14,Epic,Tier 2,1.5,0,19,1400,5.9,262,368,,Light,+50 Mana,Bears a royal crest,30.4
894,Demon Longsword of the Mage,Weapon,38,Rare,Tier 4,3,41,0,6840,10,337,398,Piercing,,Critical +20%,Forged in dragon fire,55.4
895,Toxic Warhammer,Weapon,32,Rare,Tier 4,3,41,0,5760,9.4,273,347,Bludgeoning,,Vampiric,Never dulls,55.4
896,Cursed Stiletto of Speed,Weapon,12,Legendary,Tier 2,1.5,30,0,3000,5.7,550,599,Bludgeoning,,Splash Damage,Never dulls,60
897,Ancient Hatchet of Lightning,Weapon,6,Uncommon,Tier 1,1,12,0,60,2.4,122,132,Piercing,,Critical +10%,Battle-tested and true,13.8
898,Worn Tunic of Glory,Armor,49,Epic,Tier 5,4,0,51,36750,16.7,415,545,,Medium,Dodge +10%,Perfectly balanced,81.6
899,Obsidian Mantle of Resistance,Armor,49,Epic,Tier 5,4,0,51,36750,16.7,358,562,,Light,Fire Resist 10%,Whispers of ancient magic,81.6
900,Iron Tower Shield,Armor,7,Rare,Tier 1,1,0,11,158,3.3,225,275,,Light,Movement Speed +10%,Surprisingly lightweight,14.9
901,Scale Helmet of the Guardian,Armor,46,Common,Tier 5,4,0,32,3450,11.7,258,295,,Heavy,Lightning Resist 25%,Surprisingly lightweight,32
902,Cursed Staff,Weapon,15,Common,Tier 2,1.5,15,0,150,3.8,88,147,Piercing,,+20 Ice Damage,Masterwork quality,15
903,Silver Sword,Weapon,11,Common,Tier 2,1.5,15,0,110,3.4,73,106,Bludgeoning,,Banishes Undead,Legendary artifact of power,15
904,Soulrender,Weapon,46,Legendary,Tier 5,4,80,0,86250,16.6,594,672,Slashing,,Lifesteal 5%,Forged in dragon fire,160
905,Iron Knife of Doom,Weapon,11,Legendary,Tier 2,1.5,30,0,2750,5.6,414,596,Piercing,,Soul Eater,Simple but effective,60
906,Crystal Cap of Protection,Armor,29,Epic,Tier 3,2.2,0,28,5800,9.3,384,412,,Medium,,Bears a royal crest,44.8
907,Celestial Staff,Weapon,21,Rare,Tier 3,2.2,30,0,1890,6.6,200,280,Piercing,,+10 Poison Damage,Marked with runes,40.5
908,Dark Club,Weapon,39,Common,Tier 4,3,30,0,1560,8.4,182,290,Piercing,,Bleed Damage,Imbued with magical energy,30
909,Void Pike,Weapon,23,Uncommon,Tier 3,2.2,25,0,920,6.1,155,250,Slashing,,+20 Ice Damage,Worn by many warriors,28.8
910,Arcane Helmet,Armor,4,Rare,Tier 1,1,0,11,90,3.1,175,227,,Heavy,+100 Health,Whispers of ancient magic,14.9
911,Demon Shortsword of Balance,Weapon,9,Common,Tier 1,1,10,0,45,2.4,87,125,Bludgeoning,,+15 Ice Damage,Surprisingly lightweight,10
912,Obsidian Rod of Protection,Weapon,24,Rare,Tier 3,2.2,30,0,2160,6.9,256,311,Bludgeoning,,Attack Speed +5%,Legendary artifact of power,40.5
913,Spectral Battleaxe of Eternity,Weapon,36,Common,Tier 4,3,30,0,1440,8.1,225,267,Slashing,,Armor Penetration +15%,Surprisingly lightweight,30
914,Shadow Stiletto of Valor,Weapon,42,Rare,Tier 5,4,54,0,14175,12.3,394,419,Piercing,,+10 Lightning Damage,Resistant to corrosion,72.9
915,Crystal Cloak of Reflection,Armor,35,Uncommon,Tier 4,3,0,28,2800,9.8,215,316,,Heavy,Lightning Resist 25%,Forged by skilled hands,32.2
916,Holy Cloak,Armor,34,Uncommon,Tier 4,3,0,28,2720,9.7,250,303,,Heavy,Immune to Stun,Battle-tested and true,32.2
917,Rusty Axe of Valor,Weapon,48,Epic,Tier 5,4,64,0,36000,14.4,486,527,Slashing,,Vampiric,Battle-tested and true,102.4
918,Iron Rod,Weapon,17,Rare,Tier 2,1.5,20,0,765,4.7,202,262,Bludgeoning,,Attack Speed +5%,Found in ancient ruins,27
919,Flame Axe of Strength,Weapon,19,Epic,Tier 2,1.5,24,0,1900,5.5,302,394,Bludgeoning,,Soul Eater,Imbued with magical energy,38.4
920,Obsidian Shortbow of the Dragon,Weapon,2,Common,Tier 1,1,10,0,10,1.7,51,77,Slashing,,Attack Speed +5%,Imbued with magical energy,10
921,Demon Mace,Weapon,49,Common,Tier 5,4,40,0,3675,10.9,313,325,Bludgeoning,,Bleed Damage,Legendary artifact of power,40
922,Blessed Hatchet of Power,Weapon,40,Epic,Tier 4,3,48,0,16000,11.2,423,483,Piercing,,,Blessed by the gods,76.8
923,Cursed Greaves,Armor,13,Common,Tier 2,1.5,0,12,130,4,152,159,,Heavy,+25 Health,Crafted with care,12
924,Spectral Club of the Phoenix,Weapon,45,Rare,Tier 5,4,54,0,15188,12.6,464,473,Piercing,,Extra Damage vs Dragons,Legendary artifact of power,72.9
925,Dragon Katana of Eternity,Weapon,31,Rare,Tier 4,3,41,0,5580,9.3,241,331,Bludgeoning,,+5 Ice Damage,Forged by skilled hands,55.4
926,Crystal Sword of Life,Weapon,3,Uncommon,Tier 1,1,12,0,30,2.1,136,143,Slashing,,Banishes Undead,Recently reforged,13.8
927,Ancient Katana,Weapon,17,Common,Tier 2,1.5,15,0,170,4,128,178,Bludgeoning,,+10 Fire Damage,Bears a royal crest,15
928,Rusty Warhammer,Weapon,29,Common,Tier 3,2.2,22,0,580,6.2,142,201,Bludgeoning,,Lifesteal 10%,Fitted for comfort,22
929,Flame Bow,Weapon,14,Rare,Tier 2,1.5,20,0,630,4.4,234,263,Slashing,,Extra Damage vs Dragons,Legendary artifact of power,27
930,Ancient Knife,Weapon,6,Uncommon,Tier 1,1,12,0,60,2.4,133,175,Bludgeoning,,+15 Ice Damage,Blessed by the gods,13.8
931,Demon Knife,Weapon,4,Rare,Tier 1,1,14,0,90,2.5,195,243,Bludgeoning,,Critical +20%,A reliable piece of equipment,18.9
932,Ethereal Greaves,Armor,31,Common,Tier 4,3,0,24,1240,8.5,239,243,,Medium,Block Chance +10%,Imbued with magical energy,24
933,Obsidian Warhammer of Ice,Weapon,11,Rare,Tier 2,1.5,20,0,495,4.1,144,239,Slashing,,Lifesteal 5%,Glows with inner light,27
934,Obsidian Battleaxe,Weapon,5,Common,Tier 1,1,10,0,25,2,105,111,Piercing,,Splash Damage,Decorated with jewels,10
935,Worn Shoulders of the Protector,Armor,42,Uncommon,Tier 5,4,0,37,6300,12.6,206,314,,Medium,Block Chance +15%,Holds mysterious power,42.6
936,Rusty Morning Star,Weapon,41,Rare,Tier 5,4,54,0,13838,12.2,384,455,Bludgeoning,,Attack Speed +10%,Glows with inner light,72.9
937,Rusty Sword,Weapon,50,Rare,Tier 5,4,54,0,16875,13.1,388,446,Slashing,,Critical +15%,Rumored to be cursed,72.9
938,Celestial Helm of the Defender,Armor,31,Epic,Tier 4,3,0,38,12400,12,393,413,,Light,Health Regen +10,Simple but effective,60.8
939,Shadow Gloves of the Defender,Armor,40,Uncommon,Tier 4,3,0,28,3200,10.2,203,315,,Medium,Block Chance +15%,Recovered from a great battle,32.2
940,Obsidian Lance,Weapon,34,Common,Tier 4,3,30,0,1360,7.9,154,232,Bludgeoning,,Critical +10%,Found in ancient ruins,30
941,Arcane Sword,Weapon,10,Rare,Tier 1,1,14,0,225,3.1,223,228,Slashing,,,Resistant to corrosion,18.9
942,Steel Greatsword,Weapon,19,Common,Tier 2,1.5,15,0,190,4.2,98,150,Slashing,,Extra Damage vs Demons,Surprisingly sturdy,15
943,Silver Stiletto of Might,Weapon,34,Epic,Tier 4,3,48,0,13600,10.6,428,473,Bludgeoning,,Lifesteal 5%,Recovered from a great battle,76.8
944,Frost Dirk,Weapon,20,Common,Tier 2,1.5,15,0,200,4.3,131,196,Piercing,,Ignore Dodge,Decorated with jewels,15
945,Frost Dirk,Weapon,44,Common,Tier 5,4,40,0,3300,10.4,224,311,Slashing,,+20 Fire Damage,Crafted with care,40
